student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group,risk,country
365,master of engineering management,Transferred,Satisfactory,0,Essential Skills and Reading,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,66.4,60.6,65.1,71.4,68.0,Access,Attendance,EG5220,73.6,62.3,72.4,70.1,66.8,Access,Attendance,EG5310,68.7,70.8,83.1,69.0,79.1,Access,Non submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,,India
366,master of engineering management,Transferred,Satisfactory,0,Studiocity,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,70.3,74.5,65.8,65.5,80.4,Access,,EG5220,58.0,73.9,79.9,65.8,69.1,No Access,,EG5310,58.5,62.9,66.3,78.0,75.7,Access,,,,Non-IT,,India
367,master of engineering management,Return to Study,Satisfactory,0,Studiocity,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,EG5200,75.4,85.4,72.5,65.7,64.4,Access,Attendance,EG5220,71.3,73.1,75.1,71.1,57.7,Access,,EG5310,53.2,65.1,58.5,73.8,72.8,Access,,,,Non-IT,,India
368,master of engineering management,New,Satisfactory,0,Studiocity,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,66.5,86.0,70.5,5.1,78.5,No Access,,EG5220,64.2,72.7,66.6,63.9,72.1,Access,,EG5310,52.7,39.3,75.5,69.4,67.9,Access,,,,Non-IT,,India
369,master of engineering management,First year,Academic Caution,2,Writing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,EG5200,42.2,34.1,48.8,36.6,51.4,Access,Attendance,EG5220,35.3,50.9,37.0,58.4,39.9,Access,Attendance,EG5310,41.8,55.3,19.3,44.5,43.1,Access,Non submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Poor time management,Non-IT,,India
370,master of engineering management,First year,Satisfactory,0,Studiocity,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,EG5200,58.8,67.6,68.2,61.8,75.2,Access,,EG5220,12.5,72.3,65.4,90.5,80.1,Access,,EG5310,64.2,74.3,70.6,75.3,76.1,Access,,,,Non-IT,,India
371,master of engineering management,LOA,Satisfactory,0,Essential Skills,Student Counsellor,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,70.9,79.6,61.7,69.2,82.6,Access,,EG5220,63.9,68.7,72.9,73.3,70.1,Access,,EG5310,68.6,82.3,87.0,62.8,76.6,Access,,,,Non-IT,,India
372,master of engineering management,SRI to JCUB,Satisfactory,0,Essential Skills and Reading,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,79.1,67.3,78.9,3.7,86.0,No Access,,EG5220,81.8,70.0,72.2,65.0,83.0,Access,,EG5310,71.2,70.7,72.0,17.4,65.7,Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,,India
373,master of engineering management,First year,Satisfactory,0,Essential Skills and Reading,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,83.0,77.1,76.6,2.4,65.8,No Access,Attendance,EG5220,64.7,92.9,72.5,70.9,64.0,No Access,Attendance,EG5310,69.1,99.1,95.8,77.5,81.3,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,,India
374,master of engineering management,Continuing,Satisfactory,0,Essential Skills,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,73.3,81.9,75.7,61.4,67.4,Access,,EG5220,92.4,79.2,71.3,99.5,78.0,Access,,EG5310,56.7,66.3,72.1,63.6,76.2,No Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,,India
375,master of engineering management,First year,Satisfactory,0,Writing,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,78.0,15.5,61.5,72.8,67.0,Access,Attendance,EG5220,74.3,63.4,63.1,65.5,69.0,Access,Attendance,EG5310,61.5,68.2,79.4,70.6,69.8,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,,India
376,master of engineering management,LOA,Satisfactory,0,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,EG5200,73.7,59.9,75.8,69.3,77.6,No Access,,EG5220,96.0,65.4,75.2,64.7,78.7,Access,,EG5310,77.8,65.2,62.1,69.6,76.4,Access,,,,Non-IT,,India
377,master of engineering management,First year,Satisfactory,0,Essential Skills and Reading,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,61.2,59.6,53.7,74.0,71.1,Access,Attendance,EG5220,67.8,64.2,75.9,77.4,68.9,Access,Non submission,EG5310,80.7,63.2,92.9,68.0,70.3,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,,India
378,master of engineering management,Continuing,Satisfactory,0,Essential Skills and Reading,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,66.4,75.1,80.0,77.2,74.2,No Access,,EG5220,57.0,68.1,66.2,71.8,73.2,Access,,EG5310,60.9,74.8,72.5,61.2,70.2,Access,,,,Non-IT,,India
379,master of engineering management,Return to Study,Satisfactory,0,Essential Skills and Reading,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,66.4,60.4,81.4,66.7,68.8,No Access,,EG5220,72.2,69.9,68.4,85.7,72.7,Access,,EG5310,74.4,67.5,62.6,56.7,84.5,Access,,,,Non-IT,,India
380,master of engineering management,SRI to JCUB,Satisfactory,0,Essential Skills and Reading,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,68.6,62.1,68.7,3.3,79.3,No Access,,EG5220,87.2,21.2,64.9,77.1,77.3,Access,,EG5310,77.1,83.4,77.3,72.6,84.6,Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,,India
381,master of engineering management,LOA,Satisfactory,0,Writing,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,60.1,66.3,58.4,67.0,62.3,Access,,EG5220,8.2,66.2,81.0,81.6,73.1,Access,,EG5310,60.7,77.7,65.3,61.5,55.9,Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,,KENYA
382,master of engineering management,Return to Study,Conditional,2,Studiocity,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,EG5200,63.5,64.0,42.1,59.0,50.0,Access,Non submission,EG5220,48.0,61.4,47.9,50.7,78.2,Access,Concern for welfare,EG5310,22.1,56.8,42.1,56.6,72.2,Access,Non submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in family,Non-IT,,KENYA
383,master of engineering management,Return to Study,Academic Caution,1,Writing,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Phone,EG5200,45.7,66.1,38.2,53.9,63.7,Access,Attendance,EG5220,28.4,58.5,64.5,48.1,50.0,Access,Non submission,EG5310,50.2,38.3,41.5,67.0,48.2,No Access,Non submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,,KENYA
384,master of engineering management,Return to Study,Satisfactory,0,Writing,Student Advocate,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,74.6,69.2,73.2,76.9,73.2,Access,,EG5220,36.1,82.7,75.6,54.1,79.9,No Access,,EG5310,2.6,73.8,68.3,68.3,66.5,Access,,,,Non-IT,,KENYA
385,master of engineering management,Transferred,Satisfactory,0,Referencing,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,67.2,69.2,66.0,94.8,73.1,Access,,EG5220,85.9,77.0,71.0,80.1,67.5,No Access,,EG5310,73.2,64.6,49.7,75.2,61.6,Access,,,,Non-IT,,KENYA
386,master of engineering management,SRI to JCUB,Satisfactory,0,Studiocity,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,76.0,91.0,72.2,11.7,69.6,No Access,,EG5220,68.1,73.0,94.1,71.0,74.0,Access,,EG5310,80.8,92.2,65.6,72.2,65.6,No Access,,,,Non-IT,,KENYA
387,master of engineering management,New,Satisfactory,0,4R Essential Skills,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,EG5200,67.5,72.9,51.1,71.7,61.3,Access,,EG5220,54.4,74.7,69.6,66.4,58.7,Access,,EG5310,72.2,9.7,95.6,73.6,61.4,Access,,,,Non-IT,,KENYA
388,master of engineering management,SRI to JCUB,Satisfactory,0,Writing,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,EG5200,94.6,69.7,68.8,75.6,75.6,Access,,EG5220,94.0,64.5,73.5,87.0,84.3,Access,,EG5310,78.3,79.0,78.6,2.0,65.9,No Access,,,,Non-IT,,KENYA
389,master of engineering management,Transferred,Satisfactory,0,Writing,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,EG5200,67.3,81.3,82.1,65.8,72.5,Access,,EG5220,76.8,86.2,71.2,64.3,67.8,No Access,,EG5310,99.2,70.1,75.5,68.4,70.0,Access,,,,Non-IT,,KENYA
390,master of engineering management,New,Satisfactory,0,Studiocity,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,EG5200,70.7,59.2,62.0,74.0,72.5,No Access,,EG5220,66.6,76.6,61.0,79.8,69.3,Access,,EG5310,61.1,63.7,66.1,65.1,72.4,No Access,,,,Non-IT,,NEPAL
391,master of engineering management,SRI to JCUB,Satisfactory,0,Writing,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,EG5200,62.8,93.5,75.3,78.6,68.0,Access,,EG5220,57.8,75.2,82.4,58.8,74.9,No Access,,EG5310,77.1,77.6,74.2,99.2,65.9,Access,,,,Non-IT,,NEPAL
392,master of engineering management,Return to Study,Satisfactory,0,Essential Skills,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,79.0,72.5,60.1,70.5,69.5,Access,,EG5220,73.4,74.7,66.1,71.9,71.7,Access,,EG5310,31.6,67.5,63.0,74.3,68.9,No Access,,,,Non-IT,,NEPAL
393,master of engineering management,LOA,Academic Caution,2,4R Essential Skills,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,65.4,52.6,54.7,55.2,59.2,Access,,EG5220,44.6,59.4,72.3,67.4,49.7,No Access,,EG5310,56.1,46.0,63.7,52.3,75.4,Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,,NEPAL
394,master of engineering management,New,Satisfactory,0,Writing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,EG5200,66.7,67.4,66.9,67.9,75.7,Access,,EG5220,61.5,78.0,66.7,74.2,56.0,No Access,,EG5310,92.5,78.5,59.0,53.0,71.4,No Access,,,,Non-IT,,NEPAL
395,master of engineering management,Continuing,Satisfactory,0,Writing,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,EG5200,65.6,72.0,64.4,79.8,93.4,No Access,Attendance,EG5220,73.1,69.3,76.7,71.1,74.6,Access,Attendance,EG5310,69.4,76.3,66.6,55.9,78.5,Access,Non submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,,NEPAL
396,master of engineering management,Continuing,Satisfactory,0,Writing,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,72.7,78.8,75.0,63.7,45.1,Access,,EG5220,82.1,90.9,63.4,75.4,74.1,Access,,EG5310,71.9,60.9,71.3,62.2,60.4,Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,,NEPAL
397,master of engineering management,First year,Satisfactory,0,Essential Skills and Reading,Student Counsellor,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,83.5,23.7,20.1,67.7,60.1,No Access,Attendance,EG5220,67.2,73.9,69.3,62.3,64.8,No Access,Attendance,EG5310,63.7,67.6,73.6,92.0,76.8,Access,Non submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,,NEPAL
398,master of engineering management,New,Satisfactory,0,Studiocity,Student Advocate,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,EG5200,98.2,68.0,63.4,62.3,81.0,No Access,,EG5220,79.5,63.9,67.8,68.4,66.9,Access,,EG5310,75.6,78.6,71.5,67.6,69.7,Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,,NEPAL
399,master of engineering management,LOA,Satisfactory,0,Essential Skills and Reading,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,EG5200,81.8,74.2,69.7,71.1,67.6,Access,,EG5220,67.7,67.5,64.1,86.7,75.7,No Access,,EG5310,65.7,75.2,70.7,74.2,57.3,No Access,,,,Non-IT,,NIGERIA
400,master of engineering management,Transferred,Satisfactory,0,4R Essential Skills,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,69.5,66.9,72.8,69.1,74.0,Access,Non submission,EG5220,90.9,76.6,54.4,74.0,71.8,No Access,,EG5310,62.6,87.1,70.8,74.0,76.8,Access,,,,Non-IT,,NIGERIA
401,master of engineering management,Return to Study,Satisfactory,0,Essential Skills and Reading,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,75.7,77.9,73.1,65.4,61.5,Access,,EG5220,75.8,65.8,71.3,80.1,67.2,Access,,EG5310,71.9,83.2,64.7,71.3,56.0,Access,,,,Non-IT,,NIGERIA
402,master of engineering management,First year,Academic Caution,2,4R Essential Skills,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,63.5,64.8,61.3,53.6,38.2,Access,,EG5220,49.2,28.4,56.3,45.4,67.5,Access,,EG5310,55.0,54.1,65.0,73.2,48.1,Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,,NIGERIA
403,master of engineering management,Continuing,Satisfactory,0,Essential Skills and Reading,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,EG5200,48.8,81.9,71.4,73.1,84.2,No Access,,EG5220,78.1,77.4,27.8,82.5,68.1,No Access,,EG5310,73.4,63.2,76.8,79.4,55.0,Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,,PAKISTAN
404,master of engineering management,Transferred,Satisfactory,0,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,74.8,67.7,75.9,83.9,64.4,Access,Attendance,EG5220,61.6,68.4,65.8,65.5,58.8,Access,Non submission,EG5310,64.2,58.3,29.7,67.1,76.5,Access,Non submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,,PAPUA NEW GUINEA
405,master of engineering management,Transferred,Satisfactory,0,Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,EG5200,62.6,61.5,76.2,77.1,67.2,Access,,EG5220,59.4,70.3,94.9,75.7,89.8,No Access,,EG5310,63.6,77.3,69.5,36.9,68.6,No Access,,,,Non-IT,,PAPUA NEW GUINEA
406,master of engineering management,Return to Study,Academic Caution,1,Studiocity,Other,Booked,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,EG5200,42.8,56.5,65.2,79.3,52.7,No Access,,EG5220,66.8,55.9,48.7,48.3,45.4,No Access,,EG5310,71.0,78.6,68.7,68.5,45.9,No Access,,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment,Non-IT,,PHILIPPINES
407,master of engineering management,New,Satisfactory,0,Essential Skills,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,70.4,76.1,77.8,38.0,76.2,No Access,Attendance,EG5220,61.4,75.6,65.4,63.4,70.8,Access,Non submission,EG5310,74.1,75.3,62.3,76.6,71.2,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,,TURKEY
408,master of engineering management,Continuing,Satisfactory,0,Referencing,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,EG5200,67.7,79.0,68.3,78.7,66.0,Access,,EG5220,6.2,69.5,62.2,84.2,70.9,No Access,,EG5310,75.0,93.8,62.2,68.9,83.7,Access,,,,Non-IT,,TURKEY
409,master of engineering management,LOA,Academic Caution,1,Studiocity,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,EG5200,49.6,55.0,66.5,61.9,54.4,Access,Concern for welfare,EG5220,56.3,61.2,41.1,47.4,62.1,Access,Attendance,EG5310,71.3,74.3,55.2,39.1,84.4,No Access,Concern for welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Mental health,Non-IT,,UGANDA
410,bachelor of information technology,Transferred,Satisfactory,0,Referencing,Student Advocate,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,63.3,64.4,60.3,70.4,62.1,Access,,CP1402,76.9,90.1,73.8,69.1,77.8,Access,,CP1404,50.8,62.8,65.6,73.5,73.3,Access,,,,IT,,Australia
411,bachelor of information technology,Return to Study,Satisfactory,0,4R Essential Skills,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,CP1401,78.5,72.9,68.0,20.8,68.3,Access,,CP1402,73.8,64.9,65.6,61.6,72.3,Access,,CP1404,73.0,73.6,80.5,61.6,72.0,No Access,,,,IT,,Australia
412,bachelor of information technology,LOA,Satisfactory,0,Referencing,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP1401,92.0,82.9,65.2,79.4,79.0,Access,,CP1402,79.6,99.3,72.2,76.6,85.1,No Access,,CP1404,73.1,68.9,57.2,65.5,66.3,Access,,,,IT,,Bangladesh
413,bachelor of information technology,New,Satisfactory,0,Referencing,Student Counsellor,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP1401,68.3,70.1,65.4,69.3,67.0,Access,,CP1402,71.4,66.5,62.6,75.5,71.5,Access,,CP1404,64.9,59.0,59.0,66.8,62.1,Access,,,,IT,,Bangladesh
414,bachelor of information technology,Continuing,Satisfactory,0,Referencing,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP1401,66.1,68.8,81.2,64.8,64.1,Access,,CP1402,69.4,78.4,69.9,61.2,67.4,Access,,CP1404,75.9,70.7,74.0,71.0,75.3,Access,,,,IT,,Bangladesh
415,bachelor of information technology,New,Satisfactory,0,4R Essential Skills,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,CP1401,56.5,74.7,72.7,70.7,65.9,Access,,CP1402,76.6,79.2,75.3,74.6,56.7,Access,,CP1404,66.6,67.8,64.4,68.0,64.2,Access,,,,IT,,Bangladesh
416,bachelor of information technology,Transferred,Satisfactory,0,Referencing,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP1401,97.9,67.6,7.4,60.8,66.9,Access,,CP1402,69.6,65.7,78.7,68.3,64.3,Access,,CP1404,36.9,78.1,61.9,66.4,68.9,Access,,,,IT,,Bangladesh
417,bachelor of information technology,LOA,Conditional,2,4R Essential Skills,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP1401,64.4,39.9,66.9,57.3,42.7,Access,Non submission,CP1402,42.6,41.2,49.5,54.7,67.7,Access,Attendance,CP1404,37.0,58.5,32.4,44.6,65.0,No Access,Concern for welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental health,IT,,Bangladesh
418,bachelor of information technology,LOA,Satisfactory,0,Studiocity,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,91.9,76.9,57.2,85.2,75.7,Access,,CP1402,72.6,58.3,69.2,70.3,77.3,Access,,CP1404,71.5,64.1,61.8,72.5,77.4,Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,IT,,Bangladesh
419,bachelor of information technology,LOA,Satisfactory,0,Studiocity,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,66.5,75.3,74.1,52.9,69.3,Access,,CP1402,95.3,79.0,61.7,82.8,78.5,Access,,CP1404,81.2,87.7,78.2,59.4,74.6,No Access,,,,IT,,Bangladesh
420,bachelor of information technology,Transferred,Satisfactory,0,Essential Skills,Enrollment,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP1401,77.7,64.3,67.4,80.9,69.7,Access,,CP1402,91.0,70.1,70.1,68.4,66.9,Access,,CP1404,70.6,74.4,62.7,83.0,71.7,No Access,,,,IT,,Bangladesh
421,bachelor of information technology,Transferred,Satisfactory,0,Essential Skills and Reading,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP1401,59.5,7.7,72.1,4.1,73.6,Access,,CP1402,97.5,63.0,70.8,67.7,64.2,Access,Attendance,CP1404,64.0,80.6,72.6,63.0,75.7,No Access,,,,IT,,Bangladesh
422,bachelor of information technology,New,Satisfactory,0,Referencing,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP1401,62.7,57.8,66.3,58.9,68.5,Access,,CP1402,63.8,62.8,71.5,77.9,66.5,Access,,CP1404,66.9,68.3,67.2,64.6,60.4,Access,,,,IT,,Bhutan
423,bachelor of information technology,First year,Academic Caution,2,4R Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP1401,41.0,84.6,41.6,61.5,57.1,Access,,CP1402,39.0,53.3,54.1,51.9,43.5,Access,,CP1404,61.1,71.8,59.4,61.7,71.2,No Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,IT,,Bhutan
424,bachelor of information technology,New,Satisfactory,0,Essential Skills and Reading,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Email,CP1401,81.9,92.8,75.7,65.4,67.9,Access,Attendance,CP1402,74.9,61.0,77.1,62.8,77.1,Access,Non submission,CP1404,68.8,73.1,81.9,95.2,68.5,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT,,China
425,bachelor of information technology,Continuing,Conditional,1,Referencing,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP1401,52.5,55.5,67.4,49.0,53.9,Access,Non submission,CP1402,50.4,45.3,40.0,62.7,67.9,No Access,Concern for welfare,CP1404,54.5,71.0,60.3,74.6,42.9,Access,Non submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in family,IT,,China
426,bachelor of information technology,Return to Study,Satisfactory,0,Essential Skills and Reading,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,60.5,68.4,76.6,73.5,75.2,Access,,CP1402,80.4,59.5,65.5,59.8,77.0,Access,,CP1404,67.5,82.3,68.2,73.8,78.2,Access,,,,IT,,China
427,bachelor of information technology,LOA,Academic Caution,2,Essential Skills,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CP1401,54.9,54.4,55.6,58.7,80.4,Access,Attendance,CP1402,51.1,46.5,67.5,45.8,24.9,No Access,Attendance,CP1404,71.5,49.5,46.7,34.7,61.5,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Mental health,IT,,China
428,bachelor of information technology,First year,Satisfactory,0,Studiocity,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP1401,68.6,74.6,67.9,70.1,80.6,Access,,CP1402,77.9,71.6,68.1,69.8,74.8,No Access,,CP1404,65.0,25.7,95.7,61.9,67.6,Access,,,,IT,,Hong Kong
429,bachelor of information technology,Return to Study,Satisfactory,0,Essential Skills and Reading,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,CP1401,72.0,67.5,99.7,82.1,57.3,Access,,CP1402,82.6,67.9,67.9,73.6,63.5,Access,,CP1404,74.4,68.9,21.6,54.9,61.4,Access,,,,IT,,India
430,bachelor of information technology,First year,Satisfactory,0,Essential Skills and Reading,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Email,CP1401,61.9,82.5,65.2,70.5,78.5,Access,Attendance,CP1402,58.8,77.3,72.2,71.7,82.6,Access,Non submission,CP1404,74.5,92.4,73.2,87.8,68.0,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT,,India
431,bachelor of information technology,SRI to JCUB,Satisfactory,1,Referencing,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,CP1401,67.5,73.0,78.3,68.7,67.8,No Access,,CP1402,73.5,66.7,68.6,68.9,75.7,Access,,CP1404,74.6,29.6,66.9,71.4,68.5,Access,,,,IT,,India
432,bachelor of information technology,New,Satisfactory,0,Essential Skills,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP1401,67.5,75.4,59.7,21.9,71.1,Access,,CP1402,73.8,65.6,71.7,68.8,70.8,No Access,,CP1404,62.7,68.7,68.5,90.2,77.1,Access,,,,IT,,India
433,bachelor of information technology,Transferred,Satisfactory,0,Essential Skills and Reading,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP1401,85.5,0.1,68.0,69.4,73.8,No Access,,CP1402,75.4,68.1,61.0,18.8,63.4,No Access,,CP1404,71.5,66.5,85.8,62.7,60.8,Access,,,,IT,,India
434,bachelor of information technology,LOA,Satisfactory,0,Referencing,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,75.3,97.6,75.8,77.5,78.1,No Access,,CP1402,73.9,73.4,2.4,80.2,93.4,Access,,CP1404,79.4,87.7,81.2,76.5,76.5,No Access,,,,IT,,India
