student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group,attendance_adj,avg_assessment,avg_attendance
677,master of data science (professional),SRI to JCUB,Satisfactory,0.0,,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Email,MA5831,53.45,76.29,87.68,41.06,85.99,Access,Concern for Welfare,MA5840,78.84,78.63,70.51,66.18,79.95,Access,Attendance,MA5851,67.23,68.14,61.31,54.08,84.7,Access,Attendance,,,IT,92.14,66.95000000000002,85.695
226,master of information technology,Continuing,Satisfactory,0.0,,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP5046,40.71,61.19,49.12,58.01,82.07,Access,Non Submission,CP5047,62.93,83.73,66.1,82.72,71.79,No Access,Non Submission,CP5503,72.26,74.22,53.53,95.0,82.02,Access,Attendance,,,IT,72.25,66.62666666666667,77.0325
27,master of business administration,Transferred,Satisfactory,0.0,,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,LB5113,48.11,69.55,48.82,58.02,80.69,No Access,Non Submission,LB5202,77.73,69.24,76.76,71.63,68.66,Access,Non Submission,LB5205,69.41,92.97,63.14,56.07,81.52,No Access,Attendance,,,Non-IT,80.4,66.78750000000001,77.8175
548,master of international tourism and hospitality management,First year,Satisfactory,0.0,Essential Skills,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,F2F,TO5101,67.38,62.49,69.42,76.71,86.17,Access,Concern for Welfare,TO5103,73.99,63.34,50.91,72.04,96.37,No Access,Attendance,TO5104,80.86,55.47,70.9,60.43,76.44,Access,Attendance,,,Non-IT,86.77,66.99499999999999,86.4375
264,master of information technology,SRI to JCUB,Satisfactory,0.0,,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP5046,65.33,59.7,49.24,83.33,88.0,Access,Attendance,CP5047,60.62,58.29,88.75,40.0,72.45,Access,Attendance,CP5503,67.19,63.24,95.0,86.81,87.81,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT,83.28,68.125,82.88499999999999
51,master of business administration,LOA,Satisfactory,0.0,,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,LB5113,92.21,51.45,71.06,70.56,81.02,Access,Attendance,LB5202,79.09,62.44,42.12,91.24,86.1,Access,Concern for Welfare,LB5205,64.06,55.2,64.28,74.86,72.45,Access,Concern for Welfare,,,Non-IT,82.52,68.21416666666667,80.5225
365,master of engineering management,Transferred,Satisfactory,0.0,,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,56.95,58.42,73.82,64.29,81.71,Access,Non Submission,EG5220,52.27,70.67,68.08,59.54,87.94,Access,Concern for Welfare,EG5310,92.96,95.0,66.15,61.97,63.66,Access,Concern for Welfare,,,Non-IT,82.22,68.34333333333333,78.8825
230,master of information technology,New,Satisfactory,0.0,Writing,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP5046,65.92,60.17,62.18,56.97,71.68,No Access,Attendance,CP5047,69.46,66.94,62.2,85.91,62.7,Access,Non Submission,CP5503,56.41,71.27,60.3,79.9,64.43,Access,Non Submission,,,IT,65.16,66.46916666666665,65.9925
38,master of business administration,New,Satisfactory,0.0,Essential Skills,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,LB5113,59.09,43.78,63.91,71.08,89.7,Access,Attendance,LB5202,69.56,68.64,77.69,59.12,80.4,Access,Non Submission,LB5205,75.81,79.54,50.68,66.39,91.05,Access,Attendance,,,Non-IT,74.24,65.44083333333333,83.84750000000001
158,master of education - master of business administration,Transferred,Satisfactory,0.0,,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,57.91,93.62,64.34,71.02,69.07,No Access,Non Submission,ED5880,72.65,71.07,73.02,59.57,77.38,Access,Concern for Welfare,LB5113,74.97,83.8,64.27,83.44,76.59,No Access,Non Submission,,,Non-IT,74.46,72.47333333333331,74.375
238,master of information technology,First year,Satisfactory,0.0,Referencing,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP5046,60.65,40.0,63.34,77.96,80.06,Access,Attendance,CP5047,58.4,90.97,56.36,94.09,63.82,No Access,Concern for Welfare,CP5503,85.82,74.06,50.17,67.84,74.53,Access,Attendance,,,IT,72.6,68.30499999999999,72.7525
670,master of data science (professional),New,Satisfactory,0.0,4R Essential Skills,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,MA5831,54.68,52.72,49.5,56.0,78.23,Access,Attendance,MA5840,76.68,56.28,57.24,94.15,84.15,Access,Concern for Welfare,MA5851,76.22,47.47,84.59,52.07,64.3,Access,Non Submission,,,IT,71.29,63.13333333333335,74.4925
375,master of engineering management,First year,Satisfactory,0.0,Writing,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,87.85,75.4,54.35,57.34,79.05,Access,Non Submission,EG5220,87.97,72.33,79.27,68.03,85.34,Access,Attendance,EG5310,65.47,75.37,67.62,55.68,86.41,Access,Concern for Welfare,,,Non-IT,87.94,70.55666666666666,84.685
371,master of engineering management,LOA,Satisfactory,0.0,,Student Counsellor,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,76.98,89.09,52.24,63.67,71.38,Access,Concern for Welfare,EG5220,89.13,82.92,63.61,66.2,74.67,Access,Attendance,EG5310,71.9,64.4,95.0,83.83,63.05,Access,Concern for Welfare,,,Non-IT,71.49,74.91416666666667,70.14750000000001
176,master of education - master of business administration,Transferred,Satisfactory,0.0,,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,62.63,86.9,93.54,51.02,75.14,Access,Non Submission,ED5880,58.25,64.52,52.19,40.0,90.82,No Access,Non Submission,LB5113,74.94,85.59,44.45,80.51,75.88,Access,Attendance,,,Non-IT,90.05,66.21166666666667,82.9725
591,"bachelor of tourism, hospitality and events",Continuing,Satisfactory,0.0,,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO1008,69.48,62.94,52.22,54.56,92.62,No Access,Attendance,TO2117,62.98,74.85,68.47,40.0,79.18,Access,Attendance,TO3052,48.45,66.62,66.77,54.83,70.42,Access,Non Submission,,,Non-IT,75.53,60.18083333333334,79.4375
481,master of professional accounting,Return to Study,Satisfactory,0.0,,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,79.3,66.17,71.13,61.75,82.73,No Access,Non Submission,CO5103,50.47,55.04,80.51,67.49,82.85,Access,Attendance,CO5109,65.97,57.85,49.89,62.8,83.39,Access,Attendance,,,Non-IT,76.15,64.03083333333333,81.28
514,master of professional accounting,Excluded,Satisfactory,0.0,,Student Advocate,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CO5117,81.43,57.39,66.34,56.18,85.68,No Access,Concern for Welfare,CO5103,83.26,62.24,40.25,74.1,72.72,Access,Non Submission,CO5109,94.91,73.67,76.76,62.64,85.67,No Access,Concern for Welfare,,,Non-IT,73.82,69.09749999999998,79.4725
195,master of information technology,Continuing,Conditional,5.0,,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Email,CP5046,6.93,16.46,66.66,67.91,60.24,Access,Concern for Welfare,CP5047,65.76,81.21,88.74,51.51,64.87357658886808,Access,Non Submission,CP5503,91.8,66.95,59.0,93.36,59.3827228010038,Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental health,IT,60.24,63.024166666666666,61.184074847467976
602,master of professional accounting - master of business administration,SRI to JCUB,Satisfactory,0.0,,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,CO5117,62.99,76.2,52.17,67.05,82.6,No Access,Non Submission,CO5103,46.54,74.89,63.29,63.64,87.76,Access,Attendance,LB5113,59.47,71.18,82.42,77.52,95.05,Access,Non Submission,,,Non-IT,86.74,66.44666666666667,88.03750000000001
651,master of international tourism and hospitality management - master of business administration,New,Satisfactory,0.0,Studiocity,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Email,TO5101,60.41,53.87,57.1,57.99,85.77,Access,Non Submission,LB5113,61.64,62.34,49.35,85.54,74.6,Access,Non Submission,LB5202,72.81,60.01,79.17,60.81,60.0,Access,Concern for Welfare,,,Non-IT,79.84,63.42,75.05250000000001
426,bachelor of information technology,Excluded,Satisfactory,0.0,,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,81.54,65.73,41.15,80.6,98.98,Access,Attendance,CP1402,59.65,67.5,67.08,50.18,69.08,Access,Non Submission,CP1404,69.41,59.09,68.33,47.73,86.38,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT,78.1,63.16583333333333,83.13499999999999
446,bachelor of information technology,Return to Study,Satisfactory,0.0,,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP1401,65.66,57.31,87.89,75.03,76.28,Access,Attendance,CP1402,67.63,60.4,58.03,87.12,82.78,No Access,Non Submission,CP1404,73.61,48.89,40.0,81.15,64.41,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT,82.14,66.89333333333333,76.4025
449,bachelor of information technology,Continuing,Satisfactory,0.0,,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP1401,72.48,59.25,71.73,59.23,91.74,No Access,Concern for Welfare,CP1402,69.94,60.38,67.45,85.1,90.84,Access,Non Submission,CP1404,90.15,59.97,59.19,49.42,85.67,No Access,Concern for Welfare,,,IT,66.86,67.02416666666667,83.7775
674,master of data science (professional),First year,Satisfactory,0.0,Writing,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Phone,MA5831,70.34,63.59,44.72,87.99,79.3,Access,Concern for Welfare,MA5840,57.25,52.54,55.72,74.64,88.11,Access,Attendance,MA5851,68.73,40.36,57.93,89.4,65.62,No Access,Concern for Welfare,,,IT,74.38,63.60083333333333,76.85249999999999
580,"bachelor of tourism, hospitality and events",SRI to JCUB,Satisfactory,0.0,,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO1008,48.71,88.69,56.83,63.97,80.82,No Access,Attendance,TO2117,53.44,55.16,51.38,83.93,60.0,Access,Concern for Welfare,TO3052,52.6,44.49,58.19,60.26,82.68,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,71.77,59.804166666666674,73.8175
599,"bachelor of tourism, hospitality and events",Continuing,Satisfactory,0.0,,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO1008,67.02,68.39,47.66,77.37,67.38,Access,Non Submission,TO2117,49.91,85.89,67.71,87.44,68.38,No Access,Attendance,TO3052,59.09,86.81,42.05,88.8,78.89,No Access,Non Submission,,,Non-IT,60.0,69.01166666666666,68.6625
68,master of business administration,New,Satisfactory,0.0,Writing,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,LB5113,59.53,58.98,80.4,95.0,80.84,Access,Attendance,LB5202,47.45,51.03,63.46,80.19,100.0,Access,Concern for Welfare,LB5205,62.57,61.18,71.79,42.2,85.51,Access,Attendance,,,Non-IT,60.0,64.48166666666667,81.5875
535,master of international tourism and hospitality management,Excluded,Satisfactory,0.0,,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,TO5101,77.24,73.56,64.76,54.23,73.36,No Access,Non Submission,TO5103,66.36,68.66,53.54,63.1,60.0,No Access,Attendance,TO5104,68.8,63.16,49.38,63.69,82.32,Access,Non Submission,,,Non-IT,84.05,63.873333333333335,74.9325
169,master of education - master of business administration,Return to Study,Satisfactory,0.0,,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,68.33,46.5,49.03,57.65,79.67,Access,Concern for Welfare,ED5880,62.41,81.29,87.85,80.7,94.88,Access,Non Submission,LB5113,52.58,48.08,81.75,86.39,79.95,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,94.54,66.88000000000001,87.26
448,bachelor of information technology,Excluded,Satisfactory,0.0,,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP1401,68.52,65.31,58.32,45.02,79.76,No Access,Attendance,CP1402,49.72,43.48,62.05,61.57,90.37,Access,Non Submission,CP1404,75.44,40.83,85.32,67.28,72.49,No Access,Concern for Welfare,,,IT,76.67,60.238333333333344,79.8225
163,master of education - master of business administration,New,Satisfactory,0.0,Essential Skills and Reading,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,80.67,87.5,82.9,57.85,79.43,Access,Concern for Welfare,ED5880,49.63,95.0,71.08,46.33,72.69,Access,Non Submission,LB5113,65.99,63.47,66.77,54.49,71.02,No Access,Concern for Welfare,,,Non-IT,60.82,68.47333333333334,70.99
310,bachelor of business,New,Satisfactory,0.0,Studiocity,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,BU1002,54.02,88.69,55.06,56.26,81.26,No Access,Non Submission,BU1003,51.33,57.35,67.43,74.63,76.72,Access,Attendance,BU1007,79.72,51.72,83.83,65.56,75.52,Access,Non Submission,,,Non-IT,65.84,65.46666666666668,74.83500000000001
194,master of information technology,Return to Study,Satisfactory,0.0,,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,CP5046,78.34,57.11,55.25,88.25,82.78,Access,Concern for Welfare,CP5047,68.7,66.15,81.1,57.1,100.0,Access,Non Submission,CP5503,58.07,78.09,85.01,78.38,78.63,Access,Non Submission,,,IT,89.32,70.9625,87.68249999999999
479,master of professional accounting,Excluded,Satisfactory,0.0,,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CO5117,76.42,68.62,66.87,46.62,96.49,Access,Attendance,CO5103,55.28,49.88,59.7,71.42,90.09,Access,Non Submission,CO5109,72.02,68.5,81.52,65.09,75.77,Access,Non Submission,,,Non-IT,83.24,65.16166666666668,86.3975
366,master of engineering management,First year,Satisfactory,0.0,Studiocity,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,69.11,40.0,51.92,66.83,74.02,Access,Non Submission,EG5220,86.7,83.01,66.48,66.72,73.23,No Access,Concern for Welfare,EG5310,95.0,69.18,79.61,50.67,78.94,Access,Concern for Welfare,,,Non-IT,73.32,68.76916666666666,74.8775
384,master of engineering management,New,Satisfactory,0.0,Writing,Student Advocate,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,59.84,73.52,52.49,53.8,69.62,Access,Attendance,EG5220,58.06,76.1,87.34,61.01,91.84,No Access,Concern for Welfare,EG5310,86.52,69.21,64.51,88.71,65.88,Access,Non Submission,,,Non-IT,78.6,69.25916666666667,76.485
629,bachelor of commerce,Return to Study,Satisfactory,0.0,,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,BU1112,72.89,49.16,63.36,53.11,76.98,No Access,Concern for Welfare,BX2011,79.59,70.71,64.18,65.3,83.19,No Access,Concern for Welfare,BX2014,71.28,63.08,80.8,49.89,100.0,Access,Attendance,,,Non-IT,81.27,65.27916666666665,85.36
536,master of international tourism and hospitality management,Return to Study,Satisfactory,0.0,,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,TO5101,94.39,64.75,68.01,76.93,85.81,No Access,Attendance,TO5103,78.01,55.27,76.02,83.7,75.8,Access,Attendance,TO5104,57.47,65.41,79.58,73.69,77.15,Access,Non Submission,,,Non-IT,85.72,72.76916666666666,81.12
153,master of education - master of business administration,SRI to JCUB,Satisfactory,0.0,,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,ED5097,78.38,72.84,73.82,79.55,89.51,Access,Attendance,ED5880,67.6,64.47,54.31,65.92,73.16,Access,Non Submission,LB5113,67.6,87.07,67.73,62.08,71.54,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,76.99,70.11416666666666,77.80000000000001
489,master of professional accounting,SRI to JCUB,Satisfactory,0.0,,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,67.91,72.69,64.92,61.5,100.0,Access,Non Submission,CO5103,53.97,78.81,76.66,64.82,90.61,Access,Concern for Welfare,CO5109,82.53,74.11,46.69,75.2,88.77,Access,Attendance,,,Non-IT,84.32,68.3175,90.925
498,master of professional accounting,New,Satisfactory,0.0,4R Essential Skills,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,85.15,40.0,58.99,63.41,85.59,Access,Concern for Welfare,CO5103,53.79,63.84,79.15,75.95,77.85,Access,Attendance,CO5109,60.16,73.33,55.59,65.61,81.17,Access,Concern for Welfare,,,Non-IT,95.79,64.58083333333335,85.10000000000001
227,master of information technology,SRI to JCUB,Satisfactory,0.0,,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CP5046,63.61,70.88,75.89,95.0,70.91,Access,Attendance,CP5047,51.58,48.89,47.6,62.2,75.41,Access,Non Submission,CP5503,89.62,95.0,70.09,95.0,72.71,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT,62.66,72.11333333333333,70.42249999999999
458,bachelor of information technology,Return to Study,Satisfactory,0.0,,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP1401,78.59,63.4,59.69,77.62,81.86,No Access,Attendance,CP1402,61.7,40.0,75.94,55.32,86.15,Access,Non Submission,CP1404,92.01,64.9,44.12,77.53,86.74,Access,Attendance,,,IT,60.0,65.90166666666666,78.6875
558,master of international tourism and hospitality management,Return to Study,Satisfactory,0.0,,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO5101,71.27,58.07,64.72,71.99,65.14,Access,Attendance,TO5103,86.36,45.39,47.65,54.62,86.96,No Access,Non Submission,TO5104,60.28,72.73,95.0,83.49,75.09,Access,Non Submission,,,Non-IT,83.46,67.63083333333334,77.6625
104,master of education - master of business administration,Excluded,Satisfactory,0.0,,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,81.95,65.54,74.53,76.08,65.78,Access,Concern for Welfare,ED5880,76.82,95.0,82.67,72.54,95.89,Access,Non Submission,LB5113,74.99,56.91,74.79,64.37,73.67,Access,Attendance,,,Non-IT,98.85,74.68249999999999,83.54750000000001
422,bachelor of information technology,LOA,Satisfactory,0.0,,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP1401,72.55,51.49,57.94,43.95,83.89,Access,Attendance,CP1402,80.5,72.04,65.36,69.62,78.68,Access,Attendance,CP1404,61.79,63.83,66.54,56.65,81.01,Access,Attendance,,,IT,93.93,63.52166666666667,84.3775
678,master of data science (professional),Return to Study,Satisfactory,0.0,,Student Counsellor,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,MA5831,70.58,59.48,91.36,70.97,86.59,Access,Attendance,MA5840,93.94,66.23,64.71,73.52,99.18,Access,Attendance,MA5851,57.49,73.17,52.93,54.38,100.0,Access,Non Submission,,,IT,82.59,69.06333333333332,92.09
528,master of international tourism and hospitality management,New,Satisfactory,0.0,Referencing,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,TO5101,72.58,81.07,65.64,67.46,75.36,Access,Concern for Welfare,TO5103,61.65,72.03,83.25,45.33,60.0,Access,Non Submission,TO5104,58.05,88.36,93.32,72.6,64.59,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,65.64,71.77833333333334,66.39750000000001
75,master of business administration,Transferred,Satisfactory,0.0,,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,LB5113,49.18,92.37,83.75,57.79,60.0,Access,Attendance,LB5202,73.04,42.16,66.69,76.81,64.01,No Access,Attendance,LB5205,94.01,61.56,77.66,52.79,60.0,Access,Concern for Welfare,,,Non-IT,60.0,68.98416666666667,61.0025
116,master of education - master of business administration,Continuing,Satisfactory,0.0,,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,ED5097,79.04,86.25,85.55,66.3,92.9,Access,Non Submission,ED5880,72.97,66.42,58.09,77.16,63.82,Access,Non Submission,LB5113,82.81,64.46,69.71,48.66,82.79,Access,Attendance,,,Non-IT,82.66,71.45166666666667,80.54249999999999
408,master of engineering management,SRI to JCUB,Satisfactory,0.0,,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,EG5200,72.06,63.84,88.84,73.52,84.9,Access,Attendance,EG5220,64.81,69.02,95.0,62.78,83.63,No Access,Concern for Welfare,EG5310,63.19,79.0,77.58,72.58,85.51,Access,Attendance,,,Non-IT,85.95,73.51833333333333,84.9975
673,master of data science (professional),Return to Study,Satisfactory,0.0,,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,MA5831,57.55,44.81,59.98,78.71,74.67,Access,Concern for Welfare,MA5840,92.35,56.89,56.4,57.9,70.8,Access,Concern for Welfare,MA5851,70.42,43.9,43.81,74.45,96.45,No Access,Concern for Welfare,,,IT,90.29,61.43083333333332,83.05250000000001
120,master of education - master of business administration,Continuing,Satisfactory,0.0,,Student Counsellor,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,68.36,62.52,71.83,85.8,60.0,Access,Non Submission,ED5880,92.51,64.33,71.39,66.58,87.05,Access,Concern for Welfare,LB5113,83.8,93.53,63.01,66.3,74.16,Access,Attendance,,,Non-IT,80.26,74.16333333333333,75.3675
54,master of business administration,Excluded,Satisfactory,0.0,,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,LB5113,82.67,60.93,73.43,77.28,85.65,No Access,Attendance,LB5202,65.85,51.16,77.38,74.66,75.52,No Access,Concern for Welfare,LB5205,66.14,62.96,61.37,76.15,76.87,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,78.03,69.16499999999999,79.01750000000001
152,master of education - master of business administration,SRI to JCUB,Satisfactory,0.0,,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,80.49,84.18,45.56,82.68,77.62,Access,Attendance,ED5880,47.87,57.43,58.68,62.99,84.09,Access,Concern for Welfare,LB5113,62.93,62.52,74.25,85.02,74.81,No Access,Non Submission,,,Non-IT,66.74,67.05,75.815
404,master of engineering management,Continuing,Satisfactory,0.0,,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,78.23,54.98,48.56,67.2,79.49,Access,Non Submission,EG5220,60.45,63.95,76.63,75.93,75.21,Access,Non Submission,EG5310,69.89,81.0,48.78,88.1,75.27,Access,Concern for Welfare,,,Non-IT,65.14,67.80833333333334,73.77749999999999
658,master of international tourism and hospitality management - master of business administration,Transferred,Satisfactory,0.0,,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,TO5101,61.11,48.12,81.69,76.27,79.66,Access,Attendance,LB5113,71.22,57.84,70.31,76.67,88.0,Access,Concern for Welfare,LB5202,67.0,54.44,52.92,60.41,80.55,Access,Concern for Welfare,,,Non-IT,79.13,64.83333333333333,81.835
208,master of information technology,Excluded,Satisfactory,0.0,,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP5046,49.89,66.46,75.31,51.3,75.14,Access,Concern for Welfare,CP5047,64.11,60.05,68.24,90.73,75.44,Access,Attendance,CP5503,47.14,73.19,55.79,85.14,74.97,No Access,Attendance,,,IT,65.24,65.6125,72.69749999999999
687,master of information technology - master of business administration,Return to Study,Satisfactory,0.0,,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,CP5046,60.91,66.02,75.59,49.63,99.69,Access,Attendance,LB5113,85.26,40.0,85.6,85.6,68.96,Access,Concern for Welfare,LB5202,72.31,58.84,81.66,73.44,70.5,No Access,Concern for Welfare,,,IT,76.54,69.57166666666667,78.9225
488,master of professional accounting,Excluded,Satisfactory,0.0,,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,40.29,65.73,63.37,72.81,100.0,Access,Attendance,CO5103,74.24,59.45,76.66,73.28,88.15,Access,Attendance,CO5109,54.69,59.14,74.01,95.0,71.27,Access,Non Submission,,,Non-IT,94.34,67.38916666666667,88.44
469,master of professional accounting,SRI to JCUB,Satisfactory,0.0,,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,53.27,44.02,61.4,71.85,89.02,No Access,Concern for Welfare,CO5103,72.42,69.71,44.3,64.88,87.91,Access,Concern for Welfare,CO5109,60.52,73.96,81.11,71.56,91.03,Access,Concern for Welfare,,,Non-IT,85.25,64.08333333333333,88.30250000000001
538,master of international tourism and hospitality management,New,Satisfactory,0.0,Essential Skills and Reading,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,TO5101,59.88,75.22,71.59,65.96,61.04,Access,Non Submission,TO5103,74.47,93.77,72.16,75.99,63.88,Access,Attendance,TO5104,69.46,76.99,59.58,71.28,62.05,Access,Attendance,,,Non-IT,71.53,72.19583333333334,64.625
9,master of business administration,LOA,Satisfactory,0.0,,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,LB5113,50.95,57.1,79.14,77.89,83.9,Access,Attendance,LB5202,63.69,61.72,68.16,82.48,69.77,Access,Concern for Welfare,LB5205,52.63,73.75,82.93,54.25,79.99,Access,Non Submission,,,Non-IT,78.24,67.0575,77.97500000000001
573,"bachelor of tourism, hospitality and events",LOA,Satisfactory,0.0,,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,TO1008,75.18,84.65,76.54,40.0,75.98,Access,Attendance,TO2117,75.23,59.83,82.8,88.29,83.93,Access,Attendance,TO3052,67.86,58.23,75.79,68.52,87.22,No Access,Attendance,,,Non-IT,77.25,71.07666666666667,81.095
37,master of business administration,First year,Satisfactory,0.0,Essential Skills and Reading,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Phone,LB5113,86.7,58.05,63.05,40.0,75.9,No Access,Concern for Welfare,LB5202,64.14,64.93,56.35,75.59,60.0,No Access,Attendance,LB5205,77.97,54.42,86.69,79.42,70.45,Access,Concern for Welfare,,,Non-IT,77.9,67.27583333333334,71.0625
