student_id,country,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group,risk,country_weighted,course_weighted,student_cohort_weighted,academic_status_weighted,study_skills(attended)_weighted,referral_weighted,pp_meeting_weighted,self_assessment_weighted,readiness_assessment_results_weighted,follow_up_weighted,follow_up_type_weighted,subject_1_weighted,learn_jcu_issues_1_weighted,lecturer_referral_1_weighted,subject_2_weighted,learn_jcu_issues_2_weighted,lecturer_referral_2_weighted,subject_3_weighted,learn_jcu_issues_3_weighted,lecturer_referral_3_weighted,comments_weighted,identified_issues_weighted,course_group_weighted,readiness_assessment_results_sentiment_score,readiness_assessment_results_sentiment_category,readiness_assessment_results_text_length,readiness_assessment_results_word_count,comments_sentiment_score,comments_sentiment_category,comments_text_length,comments_word_count
248,kenya,minftech,new,satisfactory,0,4r essential skills,enrollment,rescheduled,yes,l/g:9/10 n:5/10 r:8/10,yes,no reply,cp5046,76.8,63.4,6.2,63.9,67.8,access,attendance,cp5047,93.0,63.7,70.6,67.8,71.2,access,concern for welfare,cp5503,67.7,52.2,72.9,60.2,75.6,access,concern for welfare,,no issue reported,it,medium,20,10,2,1,6,3,1,1.0,1,1,3,9,1,3,9,1,2,9,1,3,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
254,nepal,minftech,loa,conditional,1,referencing,student advocate,booked,,l/g:9/10 n:5/10 r:8/10,no,no reply,cp5046,68.1,37.2,33.6,63.1,60.6,access,concern for welfare,cp5047,73.5,48.7,80.9,57.9,59.8,access,concern for welfare,cp5503,43.1,60.8,45.4,67.1,63.8,access,non submission,week 3. first contact made. student reported internet access issues at home. it support referral provided.,poor time management,it,high,19,10,6,2,2,1,2,1.5,1,2,3,9,1,2,9,1,2,9,1,2,3.0,7,2,0,neutral,22,3,-0.2,negative,106,16
256,nepal,minftech,first year,academic caution,1,referencing,student advocate,booked,,l/g:9/10 n:5/10 r:8/10,yes,f2f,cp5046,54.3,53.4,69.2,65.0,46.1,access,concern for welfare,cp5047,43.8,52.1,51.4,44.7,42.8,access,concern for welfare,cp5503,52.1,52.6,50.1,22.4,51.9,access,non submission,week 7. student disclosed high stress levels and lack of sleep. referred to wellbeing team and reminded of available mental health support.,death in family,it,high,19,10,4,3,2,1,2,1.5,1,1,1,9,1,2,9,1,2,9,1,2,8.0,6,2,0,neutral,22,3,0.0,neutral,139,22
258,nepal,minftech,return to study,academic caution,1,essential skills,student advocate,attended,,l/g:9/10 n:5/10 r:8/10,yes,f2f,cp5046,52.2,63.6,41.7,63.3,32.1,access,concern for welfare,cp5047,47.7,62.8,45.0,66.8,47.7,access,concern for welfare,cp5503,68.5,38.5,50.0,43.9,60.8,access,attendance,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,mental health,it,high,19,10,7,3,5,1,3,1.5,1,1,1,9,1,2,9,1,2,9,1,1,1.0,4,2,0,neutral,22,3,0.0,neutral,117,16
259,nepal,minftech,return to study,academic caution,4,essential skills and reading,lecturer,not relevant,,l/g:9/10 n:5/10 r:8/10,yes,phone,cp5046,66.9,44.9,59.6,60.1,40.0,access,attendance,cp5047,46.4,55.9,60.8,34.2,46.0,access,attendance,cp5503,54.7,51.1,61.8,66.4,65.8,no access,non submission,week 7. student disclosed high stress levels and lack of sleep. referred to wellbeing team and reminded of available mental health support.,death in family,it,high,19,10,7,3,4,2,4,1.5,1,1,4,9,1,3,9,1,3,9,2,2,8.0,6,2,0,neutral,22,3,0.0,neutral,139,22
261,nepal,minftech,new,satisfactory,0,studiocity,student advocate,attended,no,l/g:9/10 n:5/10 r:8/10,no,no reply,cp5046,63.0,68.0,63.2,74.1,69.4,access,concern for welfare,cp5047,79.4,61.8,64.7,64.4,59.8,access,attendance,cp5503,66.6,2.4,26.8,67.1,73.8,access,non submission,,no issue reported,it,medium,19,10,2,1,1,1,3,2.0,1,2,3,9,1,2,9,1,3,9,1,2,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
262,nepal,minftech,first year,satisfactory,0,4r essential skills,lecturer,rescheduled,,l/g:9/10 n:5/10 r:8/10,no,no reply,cp5046,64.4,67.3,67.4,73.0,71.3,no access,attendance,cp5047,29.1,69.6,65.9,75.1,67.1,access,concern for welfare,cp5503,66.3,17.4,78.1,71.5,71.2,access,non submission,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,no issue reported,it,medium,19,10,4,1,6,2,1,1.5,1,2,3,9,2,3,9,1,2,9,1,2,1.0,2,2,0,neutral,22,3,0.0,neutral,117,16
263,papua new guinea,minftech,new,satisfactory,0,essential skills and reading,other,attended,no,l/g:9/10 n:5/10 r:8/10,no,phone,cp5046,61.5,88.6,68.7,72.7,67.9,access,attendance,cp5047,71.3,25.8,66.8,58.4,65.6,no access,attendance,cp5503,56.6,65.8,73.0,56.0,67.5,access,attendance,,no issue reported,it,medium,14,10,2,1,4,4,3,2.0,1,2,4,9,1,3,9,2,3,9,1,1,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
264,papua new guinea,minftech,continuing,academic caution,2,4r essential skills,enrollment,booked,,l/g:9/10 n:5/10 r:8/10,no,email,cp5046,52.7,63.6,63.9,66.4,41.4,access,attendance,cp5047,60.1,50.0,63.0,43.6,59.1,access,attendance,cp5503,29.1,20.8,50.2,85.3,53.1,access,attendance,week 7. student disclosed high stress levels and lack of sleep. referred to wellbeing team and reminded of available mental health support.,sickness,it,high,14,10,5,3,6,3,2,1.5,1,2,2,9,1,3,9,1,3,9,1,1,8.0,5,2,0,neutral,22,3,0.0,neutral,139,22
265,papua new guinea,minftech,return to study,satisfactory,0,essential skills,student counsellor,not relevant,,l/g:9/10 n:5/10 r:8/10,yes,email,cp5046,70.5,72.4,76.8,76.2,78.9,access,non submission,cp5047,79.1,73.4,70.7,67.1,61.8,access,non submission,cp5503,83.6,57.6,63.4,55.2,68.3,no access,concern for welfare,,no issue reported,it,medium,14,10,7,1,5,5,4,1.5,1,1,2,9,1,1,9,1,1,9,2,3,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
268,uganda,minftech,continuing,academic caution,0,referencing,lecturer,not relevant,,l/g:9/10 n:5/10 r:8/10,yes,f2f,cp5046,54.2,54.0,44.6,36.9,46.7,access,non submission,cp5047,80.9,73.2,46.7,57.8,56.7,access,non submission,cp5503,68.2,72.0,56.4,63.3,80.2,no access,non submission,week 7. student disclosed high stress levels and lack of sleep. referred to wellbeing team and reminded of available mental health support.,mental health,it,high,27,10,5,3,2,2,4,1.5,1,1,1,9,1,1,9,1,1,9,2,2,8.0,4,2,0,neutral,22,3,0.0,neutral,139,22
271,bangladesh,bbus,first year,satisfactory,0,referencing,student counsellor,attended,,l/g:9/10 n:5/10 r:8/10,no,f2f,bu1002,75.8,67.2,75.9,64.7,58.2,access,concern for welfare,bu1003,72.7,67.9,66.4,69.8,68.2,access,non submission,bu1007,80.6,73.0,66.0,72.2,64.6,access,concern for welfare,,late enrollment,non-it,medium,16,6,4,1,2,5,3,1.5,1,2,1,4,1,2,4,1,1,4,1,3,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
274,bangladesh,bbus,loa,satisfactory,0,essential skills,lecturer,attended,,l/g:9/10 n:5/10 r:8/10,yes,f2f,bu1002,18.9,22.6,69.0,84.7,78.7,access,attendance,bu1003,75.0,68.2,77.6,31.9,71.7,access,concern for welfare,bu1007,67.3,79.7,67.2,74.7,72.6,access,attendance,,no issue reported,non-it,medium,16,6,6,1,5,2,3,1.5,1,1,1,4,1,3,4,1,2,4,1,1,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
275,bangladesh,bbus,first year,academic caution,1,essential skills and reading,student counsellor,booked,,l/g:9/10 n:5/10 r:8/10,yes,no reply,bu1002,43.2,34.4,37.7,53.4,65.6,access,non submission,bu1003,55.2,53.6,65.2,63.5,49.6,access,concern for welfare,bu1007,51.3,58.1,36.2,56.6,61.5,access,concern for welfare,week 7. student disclosed high stress levels and lack of sleep. referred to wellbeing team and reminded of available mental health support.,poor time management,non-it,high,16,6,4,3,4,5,2,1.5,1,1,3,4,1,1,4,1,2,4,1,3,8.0,7,1,0,neutral,22,3,0.0,neutral,139,22
279,bhutan,bbus,new,satisfactory,0,4r essential skills,student advocate,not relevant,no,l/g:9/10 n:5/10 r:8/10,yes,f2f,bu1002,92.2,74.2,73.3,64.3,71.4,access,non submission,bu1003,71.6,84.0,67.6,79.7,59.5,access,attendance,bu1007,61.0,62.3,98.9,71.0,68.5,no access,concern for welfare,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,no issue reported,non-it,medium,15,6,2,1,6,1,4,2.0,1,1,1,4,1,1,4,1,3,4,2,3,1.0,2,1,0,neutral,22,3,0.0,neutral,117,16
280,bhutan,bbus,first year,academic caution,2,studiocity,enrollment,rescheduled,,l/g:9/10 n:5/10 r:8/10,yes,phone,bu1002,70.0,78.9,74.8,54.8,53.3,access,concern for welfare,bu1003,49.4,43.7,63.8,51.9,53.8,access,attendance,bu1007,69.0,43.0,22.0,45.9,40.9,access,concern for welfare,week 6. student submitted assessment late. extension not requested in advance. advised to submit future requests on time and referred to academic skills team.,late enrollment,non-it,high,15,6,4,3,1,3,1,1.5,1,1,4,4,1,2,4,1,3,4,1,3,9.0,3,1,0,neutral,22,3,0.0,neutral,158,24
283,china,bbus,continuing,academic caution,2,referencing,lecturer,not relevant,,l/g:9/10 n:5/10 r:8/10,no,f2f,bu1002,54.3,55.5,69.5,48.3,61.8,no access,concern for welfare,bu1003,62.6,47.2,60.5,91.0,75.7,no access,concern for welfare,bu1007,67.0,56.2,81.6,55.4,73.9,no access,non submission,week 6. student submitted assessment late. extension not requested in advance. advised to submit future requests on time and referred to academic skills team.,poor time management,non-it,high,21,6,5,3,2,2,4,1.5,1,2,1,4,2,2,4,2,2,4,2,2,9.0,7,1,0,neutral,22,3,0.0,neutral,158,24
285,china,bbus,first year,satisfactory,0,writing,other,rescheduled,,l/g:9/10 n:5/10 r:8/10,yes,f2f,bu1002,63.9,70.9,67.4,68.3,67.4,access,non submission,bu1003,64.6,65.4,96.8,33.3,74.9,access,non submission,bu1007,74.4,69.7,57.1,68.1,54.1,access,non submission,,late enrollment,non-it,medium,21,6,4,1,3,4,1,1.5,1,1,1,4,1,1,4,1,1,4,1,2,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
288,china,bbus,new,satisfactory,0,essential skills and reading,other,attended,no,l/g:9/10 n:5/10 r:8/10,no,no reply,bu1002,67.1,64.1,91.3,67.2,49.5,no access,concern for welfare,bu1003,61.9,66.5,73.2,62.0,73.1,access,non submission,bu1007,58.4,73.7,60.6,60.7,65.6,access,attendance,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,no issue reported,non-it,high,21,6,2,1,4,4,3,2.0,1,2,3,4,2,2,4,1,1,4,1,1,2.0,2,1,0,neutral,22,3,0.0,neutral,131,21
290,china,bbus,first year,satisfactory,0,writing,lecturer,booked,,l/g:9/10 n:5/10 r:8/10,no,f2f,bu1002,60.6,66.2,62.4,68.8,61.1,access,attendance,bu1003,77.5,71.3,80.4,73.1,62.9,no access,concern for welfare,bu1007,58.9,65.3,68.4,62.2,70.2,access,concern for welfare,,no issue reported,non-it,medium,21,6,4,1,3,2,2,1.5,1,2,1,4,1,3,4,2,2,4,1,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
291,china,bbus,first year,satisfactory,0,studiocity,student advocate,attended,,l/g:9/10 n:5/10 r:8/10,yes,no reply,bu1002,66.9,68.4,64.5,84.0,75.1,access,concern for welfare,bu1003,53.5,70.3,62.2,65.7,72.8,no access,concern for welfare,bu1007,65.1,74.6,70.2,80.4,61.8,access,non submission,,no issue reported,non-it,medium,21,6,4,1,1,1,3,1.5,1,1,3,4,1,2,4,2,2,4,1,2,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
295,fiji,bbus,new,satisfactory,0,studiocity,other,attended,yes,l/g:9/10 n:5/10 r:8/10,yes,no reply,bu1002,96.0,66.0,64.9,75.2,63.4,access,non submission,bu1003,69.9,53.1,67.4,85.0,80.4,no access,attendance,bu1007,65.4,62.3,6.2,69.3,62.8,access,concern for welfare,,no issue reported,non-it,medium,11,6,2,1,1,4,3,1.0,1,1,3,4,1,1,4,2,3,4,1,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
296,hong kong,bbus,loa,satisfactory,0,writing,other,booked,,l/g:9/10 n:5/10 r:8/10,no,no reply,bu1002,18.6,79.6,67.5,77.4,65.6,no access,concern for welfare,bu1003,92.8,79.2,66.5,97.0,73.7,no access,non submission,bu1007,70.8,96.2,70.4,65.1,68.1,access,concern for welfare,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,late enrollment,non-it,medium,6,6,6,1,3,4,2,1.5,1,2,3,4,2,2,4,2,1,4,1,3,1.0,3,1,0,neutral,22,3,0.0,neutral,117,16
298,india,bbus,return to study,conditional,2,studiocity,other,rescheduled,,l/g:9/10 n:5/10 r:8/10,yes,phone,bu1002,47.6,50.7,59.3,56.8,60.0,access,concern for welfare,bu1003,65.1,62.9,48.2,30.4,72.3,no access,attendance,bu1007,51.9,58.2,56.0,53.8,46.9,no access,non submission,week 5. student absent from multiple classes. email sent to check in; student replied citing family issues. offered flexibility and reminded of support services.,late enrollment,non-it,high,13,6,7,2,1,4,1,1.5,1,1,4,4,1,2,4,2,3,4,2,2,6.0,3,1,0,neutral,22,3,-0.2,negative,161,24
300,indonesia,bbus,new,satisfactory,0,studiocity,student counsellor,booked,no,l/g:9/10 n:5/10 r:8/10,no,phone,bu1002,70.7,61.6,71.2,60.0,77.1,no access,concern for welfare,bu1003,72.7,19.1,58.4,70.8,70.2,access,attendance,bu1007,78.0,66.5,66.3,13.1,68.7,access,non submission,,no issue reported,non-it,medium,23,6,2,1,1,5,2,2.0,1,2,4,4,2,2,4,1,3,4,1,2,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
301,indonesia,bbus,loa,academic caution,2,referencing,lecturer,not relevant,,l/g:9/10 n:5/10 r:8/10,no,phone,bu1002,66.1,66.2,57.5,71.5,56.9,access,attendance,bu1003,62.2,75.4,54.2,55.4,78.3,access,attendance,bu1007,81.1,80.7,66.0,53.9,81.5,access,attendance,week 7. student disclosed high stress levels and lack of sleep. referred to wellbeing team and reminded of available mental health support.,no issue reported,non-it,high,23,6,6,3,2,2,4,1.5,1,2,4,4,1,3,4,1,3,4,1,1,8.0,2,1,0,neutral,22,3,0.0,neutral,139,22
302,kenya,bbus,new,satisfactory,0,essential skills and reading,lecturer,not relevant,yes,l/g:9/10 n:5/10 r:8/10,yes,no reply,bu1002,70.4,68.7,75.8,66.7,60.7,access,concern for welfare,bu1003,65.1,55.3,67.2,66.2,67.0,access,non submission,bu1007,76.7,5.8,69.1,60.1,73.5,access,non submission,,no issue reported,non-it,medium,20,6,2,1,4,2,4,1.0,1,1,3,4,1,2,4,1,1,4,1,2,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
303,kenya,bbus,new,satisfactory,0,essential skills,student counsellor,rescheduled,yes,l/g:9/10 n:5/10 r:8/10,no,f2f,bu1002,63.0,31.7,75.5,54.3,64.9,access,non submission,bu1003,66.3,26.8,58.8,58.2,69.1,no access,non submission,bu1007,66.5,79.8,63.3,14.5,62.6,access,concern for welfare,,no issue reported,non-it,medium,20,6,2,1,5,5,1,1.0,1,2,1,4,1,1,4,2,1,4,1,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
306,laos,bbus,new,satisfactory,0,writing,student advocate,attended,no,l/g:9/10 n:5/10 r:8/10,no,phone,bu1002,72.8,69.6,67.3,71.3,70.0,access,attendance,bu1003,77.3,74.8,73.9,96.6,69.0,no access,non submission,bu1007,61.2,78.4,58.2,76.3,66.8,access,attendance,,late enrollment,non-it,medium,5,6,2,1,3,1,3,2.0,1,2,4,4,1,3,4,2,1,4,1,1,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
308,nepal,bbus,new,satisfactory,0,studiocity,student counsellor,not relevant,yes,l/g:9/10 n:5/10 r:8/10,yes,email,bu1002,67.6,62.8,64.6,21.2,55.5,access,non submission,bu1003,68.7,65.9,65.4,58.4,55.9,access,concern for welfare,bu1007,74.6,56.6,61.8,73.1,63.6,access,concern for welfare,,late enrollment,non-it,medium,19,6,2,1,1,5,4,1.0,1,1,2,4,1,1,4,1,2,4,1,3,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
309,nepal,bbus,new,satisfactory,0,referencing,student advocate,booked,no,l/g:9/10 n:5/10 r:8/10,yes,email,bu1002,67.3,68.1,77.6,81.5,74.4,access,concern for welfare,bu1003,68.0,66.5,60.5,63.1,65.6,access,attendance,bu1007,78.5,67.8,55.8,66.5,66.0,no access,concern for welfare,,late enrollment,non-it,medium,19,6,2,1,2,1,2,2.0,1,1,2,4,1,2,4,1,3,4,2,3,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
310,nepal,bbus,new,satisfactory,0,studiocity,other,attended,no,l/g:9/10 n:5/10 r:8/10,yes,f2f,bu1002,71.3,64.2,80.3,69.0,65.7,no access,non submission,bu1003,75.5,65.4,65.2,73.0,63.0,access,attendance,bu1007,77.9,79.4,78.3,64.4,71.0,access,non submission,,no issue reported,non-it,medium,19,6,2,1,1,4,3,2.0,1,1,1,4,2,1,4,1,3,4,1,2,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
321,papua new guinea,bbus,new,satisfactory,0,studiocity,enrollment,booked,yes,l/g:9/10 n:5/10 r:8/10,no,f2f,bu1002,35.3,70.3,57.1,67.7,74.8,access,non submission,bu1003,63.6,56.8,72.2,66.0,64.9,access,non submission,bu1007,66.7,84.4,63.9,69.4,61.9,access,non submission,,no issue reported,non-it,high,14,6,2,1,1,3,2,1.0,1,2,1,4,1,1,4,1,1,4,1,2,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
322,papua new guinea,bbus,first year,satisfactory,0,referencing,student counsellor,attended,,l/g:9/10 n:5/10 r:8/10,no,email,bu1002,65.2,62.5,73.6,16.6,67.5,access,concern for welfare,bu1003,72.3,81.6,70.6,49.9,58.7,no access,concern for welfare,bu1007,65.5,64.2,63.6,30.2,61.4,access,concern for welfare,,no issue reported,non-it,medium,14,6,4,1,2,5,3,1.5,1,2,2,4,1,2,4,2,2,4,1,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
326,papua new guinea,bbus,continuing,academic caution,2,studiocity,other,rescheduled,,l/g:9/10 n:5/10 r:8/10,no,no reply,bu1002,69.5,50.4,68.3,64.4,70.0,access,attendance,bu1003,62.1,56.2,49.3,73.8,81.8,access,concern for welfare,bu1007,61.0,47.9,72.5,80.2,73.1,access,non submission,week 7. student disclosed high stress levels and lack of sleep. referred to wellbeing team and reminded of available mental health support.,poor time management,non-it,high,14,6,5,3,1,4,1,1.5,1,2,3,4,1,3,4,1,2,4,1,2,8.0,7,1,0,neutral,22,3,0.0,neutral,139,22
327,papua new guinea,bbus,sri to jcub,satisfactory,0,referencing,student advocate,rescheduled,,l/g:9/10 n:5/10 r:8/10,yes,phone,bu1002,11.8,71.4,60.7,73.0,79.9,access,non submission,bu1003,77.1,95.4,71.2,59.6,68.0,no access,concern for welfare,bu1007,88.7,75.2,74.9,87.1,60.7,access,non submission,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,no issue reported,non-it,medium,14,6,1,1,2,1,1,1.5,1,1,4,4,1,1,4,2,2,4,1,2,1.0,2,1,0,neutral,22,3,0.0,neutral,117,16
328,papua new guinea,bbus,new,satisfactory,0,essential skills,enrollment,attended,yes,l/g:9/10 n:5/10 r:8/10,no,f2f,bu1002,69.5,77.6,71.0,97.2,61.5,no access,concern for welfare,bu1003,54.7,75.5,61.6,58.0,63.0,access,attendance,bu1007,6.2,59.7,64.1,67.5,69.9,access,non submission,,late enrollment,non-it,medium,14,6,2,1,5,3,3,1.0,1,2,1,4,2,2,4,1,3,4,1,2,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
329,papua new guinea,bbus,new,satisfactory,0,essential skills and reading,student counsellor,booked,no,l/g:9/10 n:5/10 r:8/10,yes,phone,bu1002,70.3,63.5,71.2,62.1,72.4,access,non submission,bu1003,64.6,61.2,59.4,71.9,82.2,access,concern for welfare,bu1007,68.7,73.6,67.2,75.9,56.3,access,non submission,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,no issue reported,non-it,medium,14,6,2,1,4,5,2,2.0,1,1,4,4,1,1,4,1,2,4,1,2,2.0,2,1,0,neutral,22,3,0.0,neutral,131,21
330,papua new guinea,bbus,return to study,academic caution,1,studiocity,other,booked,,l/g:9/10 n:5/10 r:8/10,yes,f2f,bu1002,43.5,68.6,59.2,55.0,45.4,access,attendance,bu1003,51.2,42.3,62.6,60.0,58.6,access,non submission,bu1007,41.0,51.7,38.9,54.3,49.3,access,non submission,week 6. student submitted assessment late. extension not requested in advance. advised to submit future requests on time and referred to academic skills team.,sickness,non-it,high,14,6,7,3,1,4,2,1.5,1,1,1,4,1,3,4,1,1,4,1,2,9.0,5,1,0,neutral,22,3,0.0,neutral,158,24
331,repubic of korea (south),bbus,new,satisfactory,0,essential skills and reading,student advocate,not relevant,yes,l/g:9/10 n:5/10 r:8/10,yes,no reply,bu1002,66.7,67.3,65.6,75.8,57.0,access,concern for welfare,bu1003,61.0,72.4,68.2,73.5,67.0,access,non submission,bu1007,77.3,73.7,69.3,92.3,73.7,access,attendance,,late enrollment,non-it,medium,4,6,2,1,4,1,4,1.0,1,1,3,4,1,2,4,1,1,4,1,1,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
332,russia,bbus,new,satisfactory,0,referencing,other,attended,no,l/g:9/10 n:5/10 r:8/10,yes,phone,bu1002,3.4,68.5,67.2,84.4,68.7,no access,attendance,bu1003,76.0,73.6,70.0,73.0,67.4,access,attendance,bu1007,70.9,50.4,58.9,65.2,72.0,no access,concern for welfare,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,no issue reported,non-it,high,31,6,2,1,2,4,3,2.0,1,1,4,4,2,3,4,1,3,4,2,3,2.0,2,1,0,neutral,22,3,0.0,neutral,131,21
334,vietnam,bbus,new,satisfactory,0,studiocity,lecturer,not relevant,no,l/g:9/10 n:5/10 r:8/10,yes,email,bu1002,51.5,73.0,70.0,56.4,65.5,access,concern for welfare,bu1003,76.8,63.5,59.5,69.5,85.6,access,attendance,bu1007,73.5,70.2,69.7,59.2,68.7,access,non submission,,no issue reported,non-it,medium,12,6,2,1,1,2,4,2.0,1,1,2,4,1,2,4,1,3,4,1,2,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
336,vietnam,bbus,first year,satisfactory,0,4r essential skills,student advocate,booked,,l/g:9/10 n:5/10 r:8/10,yes,email,bu1002,63.2,71.7,72.6,80.8,77.0,access,attendance,bu1003,71.8,67.8,60.5,73.3,65.7,access,non submission,bu1007,76.5,58.6,68.0,70.2,56.8,no access,non submission,,no issue reported,non-it,medium,12,6,4,1,6,1,2,1.5,1,1,2,4,1,3,4,1,1,4,2,2,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
339,vietnam,bbus,first year,satisfactory,0,essential skills and reading,other,booked,,l/g:9/10 n:5/10 r:8/10,yes,no reply,bu1002,82.8,95.3,93.2,65.7,65.9,access,non submission,bu1003,71.2,61.1,53.3,1.1,64.5,access,attendance,bu1007,65.9,62.3,68.5,62.8,63.3,access,non submission,,late enrollment,non-it,medium,12,6,4,1,4,4,2,1.5,1,1,3,4,1,1,4,1,3,4,1,2,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
340,zimbabwe,bbus,transferred,satisfactory,2,studiocity,enrollment,rescheduled,,l/g:9/10 n:5/10 r:8/10,yes,f2f,bu1002,76.2,39.5,52.1,68.9,71.4,no access,non submission,bu1003,63.2,57.4,74.1,71.0,59.0,access,attendance,bu1007,59.8,63.1,76.4,66.4,67.3,access,attendance,,sickness,non-it,medium,25,6,3,1,1,3,1,1.5,1,1,1,4,2,1,4,1,3,4,1,1,5.5,5,1,0,neutral,22,3,0.0,neutral,0,0
342,bangladesh,mengmgmt,continuing,conditional,0,essential skills and reading,enrollment,booked,,l/g:9/10 n:5/10 r:8/10,yes,no reply,eg5200,57.6,61.8,47.2,60.0,61.6,access,concern for welfare,eg5220,56.8,48.1,58.9,55.8,73.9,access,attendance,eg5310,57.8,49.5,46.7,61.3,74.8,access,attendance,week 3. first contact made. student reported internet access issues at home. it support referral provided.,mental health,non-it,medium,16,7,5,2,4,3,2,1.5,1,1,3,6,1,2,6,1,3,6,1,1,3.0,4,1,0,neutral,22,3,-0.2,negative,106,16
344,bangladesh,mengmgmt,new,satisfactory,0,writing,other,booked,no,l/g:9/10 n:5/10 r:8/10,yes,no reply,eg5200,66.4,74.4,77.6,69.8,60.6,no access,non submission,eg5220,75.4,62.5,58.2,62.8,72.7,access,concern for welfare,eg5310,65.0,85.6,72.7,58.9,55.6,access,attendance,,no issue reported,non-it,medium,16,7,2,1,3,4,2,2.0,1,1,3,6,2,1,6,1,2,6,1,1,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
345,bhutan,mengmgmt,first year,conditional,2,writing,student advocate,attended,,l/g:9/10 n:5/10 r:8/10,no,phone,eg5200,63.8,63.2,32.0,54.0,50.6,access,non submission,eg5220,63.9,72.3,40.7,50.8,43.4,access,concern for welfare,eg5310,53.7,35.8,69.0,35.6,30.5,access,concern for welfare,week 5. student absent from multiple classes. email sent to check in; student replied citing family issues. offered flexibility and reminded of support services.,poor time management,non-it,high,15,7,4,2,3,1,3,1.5,1,2,4,6,1,1,6,1,2,6,1,3,6.0,7,1,0,neutral,22,3,-0.2,negative,161,24
346,bhutan,mengmgmt,new,satisfactory,0,essential skills and reading,student counsellor,attended,no,l/g:9/10 n:5/10 r:8/10,yes,phone,eg5200,68.6,79.7,63.5,64.5,49.8,access,concern for welfare,eg5220,78.7,69.7,60.0,67.2,78.9,no access,non submission,eg5310,69.0,57.6,75.2,62.5,79.3,access,concern for welfare,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,late enrollment,non-it,high,15,7,2,1,4,5,3,2.0,1,1,4,6,1,2,6,2,1,6,1,3,1.0,3,1,0,neutral,22,3,0.0,neutral,117,16
356,bhutan,mengmgmt,first year,satisfactory,0,4r essential skills,student counsellor,rescheduled,,l/g:9/10 n:5/10 r:8/10,yes,f2f,eg5200,67.4,64.0,56.9,70.1,68.0,no access,non submission,eg5220,62.2,73.7,2.7,64.7,63.6,access,concern for welfare,eg5310,71.9,60.5,76.2,70.0,61.2,access,concern for welfare,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,no issue reported,non-it,medium,15,7,4,1,6,5,1,1.5,1,1,1,6,2,1,6,1,2,6,1,3,2.0,2,1,0,neutral,22,3,0.0,neutral,131,21
