student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group,risk,country
339,BBus,First year,Satisfactory,0,Essential Skills and Reading,Other,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,BU1002,82.8,95.3,93.2,65.7,65.9,Access,Non Submission,BU1003,71.2,61.1,53.3,1.1,64.5,Access,Attendance,BU1007,65.9,62.3,68.5,62.8,63.3,Access,Non Submission,,Late Enrollment,Non-IT,Medium,Vietnam
340,BBus,Transferred,Satisfactory,2,Studiocity,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,BU1002,76.2,39.5,52.1,68.9,71.4,No Access,Non Submission,BU1003,63.2,57.4,74.1,71.0,59.0,Access,Attendance,BU1007,59.8,63.1,76.4,66.4,67.3,Access,Attendance,,Sickness,Non-IT,Medium,Zimbabwe
341,MEngMgmt,LOA,Satisfactory,0,Essential Skills,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,EG5200,60.8,77.5,74.6,75.8,76.5,No Access,Concern for Welfare,EG5220,71.3,69.3,74.2,24.5,76.5,Access,Attendance,EG5310,72.8,80.0,63.2,73.5,63.6,No Access,Non Submission,,No Issue Reported,Non-IT,Low,Bangladesh
342,MEngMgmt,Continuing,Conditional,0,Essential Skills and Reading,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,EG5200,57.6,61.8,47.2,60.0,61.6,Access,Concern for Welfare,EG5220,56.8,48.1,58.9,55.8,73.9,Access,Attendance,EG5310,57.8,49.5,46.7,61.3,74.8,Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Mental Health,Non-IT,Medium,Bangladesh
343,MEngMgmt,LOA,Satisfactory,0,Referencing,Other,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,No Reply,EG5200,76.7,75.0,77.6,66.2,66.0,No Access,Concern for Welfare,EG5220,64.4,75.2,74.2,71.0,59.9,Access,Non Submission,EG5310,69.8,4.9,71.2,79.7,74.9,Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,Bangladesh
344,MEngMgmt,New,Satisfactory,0,Writing,Other,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,EG5200,66.4,74.4,77.6,69.8,60.6,No Access,Non Submission,EG5220,75.4,62.5,58.2,62.8,72.7,Access,Concern for Welfare,EG5310,65.0,85.6,72.7,58.9,55.6,Access,Attendance,,No Issue Reported,Non-IT,Medium,Bangladesh
345,MEngMgmt,First year,Conditional,2,Writing,Student Advocate,Attended,,L/G:9/10 N:5/10 R:8/10,No,Phone,EG5200,63.8,63.2,32.0,54.0,50.6,Access,Non Submission,EG5220,63.9,72.3,40.7,50.8,43.4,Access,Concern for Welfare,EG5310,53.7,35.8,69.0,35.6,30.5,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Poor Time Management,Non-IT,High,Bhutan
346,MEngMgmt,New,Satisfactory,0,Essential Skills and Reading,Student Counsellor,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,EG5200,68.6,79.7,63.5,64.5,49.8,Access,Concern for Welfare,EG5220,78.7,69.7,60.0,67.2,78.9,No Access,Non Submission,EG5310,69.0,57.6,75.2,62.5,79.3,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late Enrollment,Non-IT,High,Bhutan
347,MEngMgmt,Continuing,Satisfactory,0,Essential Skills,Student Counsellor,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,74.6,54.8,68.3,54.3,74.6,Access,Concern for Welfare,EG5220,94.2,67.7,87.4,92.7,76.0,Access,Concern for Welfare,EG5310,66.3,76.5,62.8,69.4,82.7,Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,Bhutan
348,MEngMgmt,Transferred,Satisfactory,0,Writing,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,No,No Reply,EG5200,57.8,54.9,76.7,76.0,69.9,No Access,Non Submission,EG5220,67.5,64.9,59.7,68.8,59.8,Access,Non Submission,EG5310,67.2,67.7,54.7,73.5,71.7,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,Non-IT,Low,Bhutan
349,MEngMgmt,Continuing,Satisfactory,0,Referencing,Student Counsellor,Booked,,L/G:9/10 N:5/10 R:8/10,No,Phone,EG5200,69.1,91.7,64.6,79.8,66.2,Access,Non Submission,EG5220,73.4,65.1,64.9,75.0,72.5,Access,Concern for Welfare,EG5310,70.8,66.3,87.0,74.2,83.0,Access,Non Submission,,No Issue Reported,Non-IT,Low,Bhutan
350,MEngMgmt,Return to Study,Satisfactory,0,Referencing,Lecturer,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,62.5,71.2,35.0,6.9,77.2,Access,Attendance,EG5220,67.3,67.1,70.6,67.5,66.2,Access,Attendance,EG5310,71.7,75.3,68.5,59.2,62.1,Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,Bhutan
351,MEngMgmt,Continuing,Satisfactory,0,4R Essential Skills,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,72.4,69.7,75.0,78.0,73.4,No Access,Concern for Welfare,EG5220,74.8,61.7,67.0,31.5,75.5,Access,Non Submission,EG5310,70.3,71.9,71.9,87.9,68.3,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Low,Bhutan
352,MEngMgmt,Return to Study,Satisfactory,0,Essential Skills and Reading,Student Advocate,Booked,,L/G:9/10 N:5/10 R:8/10,No,No Reply,EG5200,73.7,70.7,67.1,64.8,83.4,Access,Attendance,EG5220,74.2,85.1,14.6,67.1,71.8,Access,Attendance,EG5310,62.6,64.0,78.9,62.9,60.2,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Low,Bhutan
353,MEngMgmt,Continuing,Satisfactory,0,Referencing,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,66.1,83.6,67.9,72.1,70.0,Access,Non Submission,EG5220,63.1,71.3,67.5,67.2,73.6,Access,Attendance,EG5310,92.8,65.3,76.2,83.7,69.4,No Access,Attendance,,No Issue Reported,Non-IT,Low,Bhutan
354,MEngMgmt,SRI to JCUB,Satisfactory,0,Writing,Student Counsellor,Booked,,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,96.9,74.5,0.7,75.0,78.1,Access,Non Submission,EG5220,73.3,79.2,72.3,20.1,72.2,Access,Concern for Welfare,EG5310,65.7,75.9,69.3,28.7,74.0,Access,Attendance,,No Issue Reported,Non-IT,Low,Bhutan
355,MEngMgmt,Return to Study,Satisfactory,0,Writing,Student Counsellor,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,EG5200,73.6,68.2,62.8,73.9,80.1,Access,Non Submission,EG5220,71.4,62.4,99.5,93.1,66.1,No Access,Attendance,EG5310,69.2,65.9,35.3,61.5,67.5,Access,Non Submission,,No Issue Reported,Non-IT,Low,Bhutan
356,MEngMgmt,First year,Satisfactory,0,4R Essential Skills,Student Counsellor,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,EG5200,67.4,64.0,56.9,70.1,68.0,No Access,Non Submission,EG5220,62.2,73.7,2.7,64.7,63.6,Access,Concern for Welfare,EG5310,71.9,60.5,76.2,70.0,61.2,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,Non-IT,Medium,Bhutan
357,MEngMgmt,New,Satisfactory,0,Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,79.1,73.5,69.4,73.2,59.8,No Access,Attendance,EG5220,72.3,77.8,94.8,74.6,70.1,No Access,Concern for Welfare,EG5310,62.6,66.4,64.4,67.8,55.5,Access,Non Submission,,No Issue Reported,Non-IT,Medium,Bhutan
358,MEngMgmt,New,Satisfactory,0,Studiocity,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,EG5200,90.7,51.8,89.3,68.0,70.0,Access,Non Submission,EG5220,71.2,70.5,68.8,76.6,67.8,Access,Non Submission,EG5310,73.6,21.9,80.6,65.2,60.5,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Medium,Bhutan
359,MEngMgmt,LOA,Satisfactory,0,Referencing,Student Counsellor,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,EG5200,72.3,98.4,96.6,61.9,77.9,Access,Attendance,EG5220,83.9,75.5,69.9,77.6,77.0,Access,Non Submission,EG5310,1.5,78.8,71.7,61.1,69.2,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,Non-IT,Low,Bhutan
360,MEngMgmt,New,Satisfactory,0,Essential Skills and Reading,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,70.7,72.5,74.1,60.9,65.3,Access,Non Submission,EG5220,27.4,70.9,66.7,65.4,67.7,Access,Attendance,EG5310,63.3,37.3,67.1,58.9,62.6,Access,Attendance,,No Issue Reported,Non-IT,Medium,Bhutan
361,MEngMgmt,Transferred,Satisfactory,0,Referencing,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,75.7,75.4,74.5,75.9,73.8,No Access,Concern for Welfare,EG5220,69.0,93.7,73.2,66.6,80.2,Access,Concern for Welfare,EG5310,71.5,59.9,78.0,77.7,76.6,No Access,Attendance,,No Issue Reported,Non-IT,Low,Bhutan
362,MEngMgmt,SRI to JCUB,Satisfactory,0,Referencing,Enrollment,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,EG5200,69.7,73.8,72.6,70.0,60.5,Access,Attendance,EG5220,61.1,12.9,72.6,71.3,60.9,Access,Attendance,EG5310,81.6,78.6,66.7,75.7,56.7,Access,Attendance,,No Issue Reported,Non-IT,Low,Bhutan
363,MEngMgmt,Continuing,Satisfactory,0,Referencing,Enrollment,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,71.1,69.2,87.5,78.9,85.1,Access,Concern for Welfare,EG5220,72.6,72.4,73.8,72.2,56.8,No Access,Attendance,EG5310,81.0,66.0,11.6,73.3,75.7,Access,Attendance,,No Issue Reported,Non-IT,Low,India
364,MEngMgmt,LOA,Satisfactory,0,Essential Skills and Reading,Enrollment,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,73.1,71.9,66.7,54.0,78.5,No Access,Attendance,EG5220,93.7,63.8,73.4,81.3,74.8,Access,Non Submission,EG5310,66.1,67.5,57.8,82.5,79.8,No Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,India
365,MEngMgmt,Transferred,Satisfactory,0,Essential Skills and Reading,Student Advocate,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,66.4,60.6,65.1,71.4,68.0,Access,Non Submission,EG5220,73.6,62.3,72.4,70.1,66.8,Access,Concern for Welfare,EG5310,68.7,70.8,83.1,69.0,79.1,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Low,India
366,MEngMgmt,Transferred,Satisfactory,0,Studiocity,Enrollment,Attended,,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,70.3,74.5,65.8,65.5,80.4,Access,Non Submission,EG5220,58.0,73.9,79.9,65.8,69.1,No Access,Concern for Welfare,EG5310,58.5,62.9,66.3,78.0,75.7,Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,India
367,MEngMgmt,Return to Study,Satisfactory,0,Studiocity,Other,Attended,,L/G:9/10 N:5/10 R:8/10,No,No Reply,EG5200,75.4,85.4,72.5,65.7,64.4,Access,Non Submission,EG5220,71.3,73.1,75.1,71.1,57.7,Access,Non Submission,EG5310,53.2,65.1,58.5,73.8,72.8,Access,Non Submission,,No Issue Reported,Non-IT,Low,India
368,MEngMgmt,New,Satisfactory,0,Studiocity,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,66.5,86.0,70.5,5.1,78.5,No Access,Attendance,EG5220,64.2,72.7,66.6,63.9,72.1,Access,Concern for Welfare,EG5310,52.7,39.3,75.5,69.4,67.9,Access,Attendance,,No Issue Reported,Non-IT,Medium,India
369,MEngMgmt,First year,Academic Caution,2,Writing,Student Advocate,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,No Reply,EG5200,42.2,34.1,48.8,36.6,51.4,Access,Non Submission,EG5220,35.3,50.9,37.0,58.4,39.9,Access,Concern for Welfare,EG5310,41.8,55.3,19.3,44.5,43.1,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment,Non-IT,High,India
370,MEngMgmt,First year,Satisfactory,0,Studiocity,Student Advocate,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,EG5200,58.8,67.6,68.2,61.8,75.2,Access,Non Submission,EG5220,12.5,72.3,65.4,90.5,80.1,Access,Concern for Welfare,EG5310,64.2,74.3,70.6,75.3,76.1,Access,Non Submission,,Late Enrollment,Non-IT,Medium,India
371,MEngMgmt,LOA,Satisfactory,0,Essential Skills,Student Counsellor,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,70.9,79.6,61.7,69.2,82.6,Access,Concern for Welfare,EG5220,63.9,68.7,72.9,73.3,70.1,Access,Attendance,EG5310,68.6,82.3,87.0,62.8,76.6,Access,Concern for Welfare,,Late Enrollment,Non-IT,Low,India
372,MEngMgmt,SRI to JCUB,Satisfactory,0,Essential Skills and Reading,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,79.1,67.3,78.9,3.7,86.0,No Access,Concern for Welfare,EG5220,81.8,70.0,72.2,65.0,83.0,Access,Non Submission,EG5310,71.2,70.7,72.0,17.4,65.7,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,Non-IT,Low,India
373,MEngMgmt,First year,Satisfactory,0,Essential Skills and Reading,Student Advocate,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,83.0,77.1,76.6,2.4,65.8,No Access,Attendance,EG5220,64.7,92.9,72.5,70.9,64.0,No Access,Non Submission,EG5310,69.1,99.1,95.8,77.5,81.3,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Medium,India
374,MEngMgmt,Continuing,Satisfactory,0,Essential Skills,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,73.3,81.9,75.7,61.4,67.4,Access,Non Submission,EG5220,92.4,79.2,71.3,99.5,78.0,Access,Non Submission,EG5310,56.7,66.3,72.1,63.6,76.2,No Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in Family,Non-IT,Low,India
375,MEngMgmt,First year,Satisfactory,0,Writing,Enrollment,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,78.0,15.5,61.5,72.8,67.0,Access,Non Submission,EG5220,74.3,63.4,63.1,65.5,69.0,Access,Attendance,EG5310,61.5,68.2,79.4,70.6,69.8,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late Enrollment,Non-IT,Medium,India
376,MEngMgmt,LOA,Satisfactory,0,Referencing,Other,Booked,,L/G:9/10 N:5/10 R:8/10,No,Phone,EG5200,73.7,59.9,75.8,69.3,77.6,No Access,Non Submission,EG5220,96.0,65.4,75.2,64.7,78.7,Access,Concern for Welfare,EG5310,77.8,65.2,62.1,69.6,76.4,Access,Attendance,,Mental Health,Non-IT,Low,India
377,MEngMgmt,First year,Satisfactory,0,Essential Skills and Reading,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,61.2,59.6,53.7,74.0,71.1,Access,Concern for Welfare,EG5220,67.8,64.2,75.9,77.4,68.9,Access,Attendance,EG5310,80.7,63.2,92.9,68.0,70.3,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late Enrollment,Non-IT,Medium,India
378,MEngMgmt,Continuing,Satisfactory,0,Essential Skills and Reading,Other,Attended,,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,66.4,75.1,80.0,77.2,74.2,No Access,Attendance,EG5220,57.0,68.1,66.2,71.8,73.2,Access,Attendance,EG5310,60.9,74.8,72.5,61.2,70.2,Access,Non Submission,,Death in Family,Non-IT,Low,India
379,MEngMgmt,Return to Study,Satisfactory,0,Essential Skills and Reading,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,66.4,60.4,81.4,66.7,68.8,No Access,Attendance,EG5220,72.2,69.9,68.4,85.7,72.7,Access,Non Submission,EG5310,74.4,67.5,62.6,56.7,84.5,Access,Non Submission,,No Issue Reported,Non-IT,Low,India
380,MEngMgmt,SRI to JCUB,Satisfactory,0,Essential Skills and Reading,Other,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,68.6,62.1,68.7,3.3,79.3,No Access,Non Submission,EG5220,87.2,21.2,64.9,77.1,77.3,Access,Concern for Welfare,EG5310,77.1,83.4,77.3,72.6,84.6,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,Non-IT,Low,India
381,MEngMgmt,LOA,Satisfactory,0,Writing,Student Advocate,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,60.1,66.3,58.4,67.0,62.3,Access,Concern for Welfare,EG5220,8.2,66.2,81.0,81.6,73.1,Access,Attendance,EG5310,60.7,77.7,65.3,61.5,55.9,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Mental Health,Non-IT,Low,Kenya
382,MEngMgmt,Return to Study,Conditional,2,Studiocity,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,EG5200,63.5,64.0,42.1,59.0,50.0,Access,Attendance,EG5220,48.0,61.4,47.9,50.7,78.2,Access,Concern for Welfare,EG5310,22.1,56.8,42.1,56.6,72.2,Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in Family,Non-IT,High,Kenya
383,MEngMgmt,Return to Study,Academic Caution,1,Writing,Enrollment,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Phone,EG5200,45.7,66.1,38.2,53.9,63.7,Access,Non Submission,EG5220,28.4,58.5,64.5,48.1,50.0,Access,Concern for Welfare,EG5310,50.2,38.3,41.5,67.0,48.2,No Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late Enrollment,Non-IT,High,Kenya
384,MEngMgmt,Return to Study,Satisfactory,0,Writing,Student Advocate,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,74.6,69.2,73.2,76.9,73.2,Access,Attendance,EG5220,36.1,82.7,75.6,54.1,79.9,No Access,Concern for Welfare,EG5310,2.6,73.8,68.3,68.3,66.5,Access,Non Submission,,No Issue Reported,Non-IT,Low,Kenya
385,MEngMgmt,Transferred,Satisfactory,0,Referencing,Student Counsellor,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,67.2,69.2,66.0,94.8,73.1,Access,Attendance,EG5220,85.9,77.0,71.0,80.1,67.5,No Access,Attendance,EG5310,73.2,64.6,49.7,75.2,61.6,Access,Non Submission,,Poor Time Management,Non-IT,Low,Kenya
386,MEngMgmt,SRI to JCUB,Satisfactory,0,Studiocity,Lecturer,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,Email,EG5200,76.0,91.0,72.2,11.7,69.6,No Access,Attendance,EG5220,68.1,73.0,94.1,71.0,74.0,Access,Concern for Welfare,EG5310,80.8,92.2,65.6,72.2,65.6,No Access,Concern for Welfare,,Sickness,Non-IT,Low,Kenya
387,MEngMgmt,New,Satisfactory,0,4R Essential Skills,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,EG5200,67.5,72.9,51.1,71.7,61.3,Access,Concern for Welfare,EG5220,54.4,74.7,69.6,66.4,58.7,Access,Concern for Welfare,EG5310,72.2,9.7,95.6,73.6,61.4,Access,Attendance,,No Issue Reported,Non-IT,Medium,Kenya
388,MEngMgmt,SRI to JCUB,Satisfactory,0,Writing,Other,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,EG5200,94.6,69.7,68.8,75.6,75.6,Access,Non Submission,EG5220,94.0,64.5,73.5,87.0,84.3,Access,Non Submission,EG5310,78.3,79.0,78.6,2.0,65.9,No Access,Non Submission,,No Issue Reported,Non-IT,Low,Kenya
389,MEngMgmt,Transferred,Satisfactory,0,Writing,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,EG5200,67.3,81.3,82.1,65.8,72.5,Access,Concern for Welfare,EG5220,76.8,86.2,71.2,64.3,67.8,No Access,Attendance,EG5310,99.2,70.1,75.5,68.4,70.0,Access,Non Submission,,Late Enrollment,Non-IT,Low,Kenya
390,MEngMgmt,New,Satisfactory,0,Studiocity,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,EG5200,70.7,59.2,62.0,74.0,72.5,No Access,Concern for Welfare,EG5220,66.6,76.6,61.0,79.8,69.3,Access,Concern for Welfare,EG5310,61.1,63.7,66.1,65.1,72.4,No Access,Concern for Welfare,,No Issue Reported,Non-IT,Medium,Nepal
391,MEngMgmt,SRI to JCUB,Satisfactory,0,Writing,Lecturer,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,No Reply,EG5200,62.8,93.5,75.3,78.6,68.0,Access,Non Submission,EG5220,57.8,75.2,82.4,58.8,74.9,No Access,Non Submission,EG5310,77.1,77.6,74.2,99.2,65.9,Access,Non Submission,,Concern for Welfare; Death in Family,Non-IT,Low,Nepal
392,MEngMgmt,Return to Study,Satisfactory,0,Essential Skills,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,79.0,72.5,60.1,70.5,69.5,Access,Concern for Welfare,EG5220,73.4,74.7,66.1,71.9,71.7,Access,Concern for Welfare,EG5310,31.6,67.5,63.0,74.3,68.9,No Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,Nepal
393,MEngMgmt,LOA,Academic Caution,2,4R Essential Skills,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,65.4,52.6,54.7,55.2,59.2,Access,Non Submission,EG5220,44.6,59.4,72.3,67.4,49.7,No Access,Attendance,EG5310,56.1,46.0,63.7,52.3,75.4,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Sickness,Non-IT,High,Nepal
394,MEngMgmt,New,Satisfactory,0,Writing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,EG5200,66.7,67.4,66.9,67.9,75.7,Access,Non Submission,EG5220,61.5,78.0,66.7,74.2,56.0,No Access,Non Submission,EG5310,92.5,78.5,59.0,53.0,71.4,No Access,Attendance,,No Issue Reported,Non-IT,Medium,Nepal
395,MEngMgmt,Continuing,Satisfactory,0,Writing,Student Advocate,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,EG5200,65.6,72.0,64.4,79.8,93.4,No Access,Concern for Welfare,EG5220,73.1,69.3,76.7,71.1,74.6,Access,Non Submission,EG5310,69.4,76.3,66.6,55.9,78.5,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Low,Nepal
396,MEngMgmt,Continuing,Satisfactory,0,Writing,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,72.7,78.8,75.0,63.7,45.1,Access,Non Submission,EG5220,82.1,90.9,63.4,75.4,74.1,Access,Non Submission,EG5310,71.9,60.9,71.3,62.2,60.4,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,Non-IT,Medium,Nepal
397,MEngMgmt,First year,Satisfactory,0,Essential Skills and Reading,Student Counsellor,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,83.5,23.7,20.1,67.7,60.1,No Access,Non Submission,EG5220,67.2,73.9,69.3,62.3,64.8,No Access,Concern for Welfare,EG5310,63.7,67.6,73.6,92.0,76.8,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late Enrollment,Non-IT,Medium,Nepal
398,MEngMgmt,New,Satisfactory,0,Studiocity,Student Advocate,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,EG5200,98.2,68.0,63.4,62.3,81.0,No Access,Concern for Welfare,EG5220,79.5,63.9,67.8,68.4,66.9,Access,Non Submission,EG5310,75.6,78.6,71.5,67.6,69.7,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,Non-IT,Medium,Nepal
399,MEngMgmt,LOA,Satisfactory,0,Essential Skills and Reading,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,EG5200,81.8,74.2,69.7,71.1,67.6,Access,Attendance,EG5220,67.7,67.5,64.1,86.7,75.7,No Access,Attendance,EG5310,65.7,75.2,70.7,74.2,57.3,No Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,Nigeria
400,MEngMgmt,Transferred,Satisfactory,0,4R Essential Skills,Other,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,69.5,66.9,72.8,69.1,74.0,Access,Attendance,EG5220,90.9,76.6,54.4,74.0,71.8,No Access,Attendance,EG5310,62.6,87.1,70.8,74.0,76.8,Access,Attendance,,Sickness,Non-IT,Low,Nigeria
401,MEngMgmt,Return to Study,Satisfactory,0,Essential Skills and Reading,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,75.7,77.9,73.1,65.4,61.5,Access,Non Submission,EG5220,75.8,65.8,71.3,80.1,67.2,Access,Non Submission,EG5310,71.9,83.2,64.7,71.3,56.0,Access,Attendance,,No Issue Reported,Non-IT,Low,Nigeria
402,MEngMgmt,First year,Academic Caution,2,4R Essential Skills,Other,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,63.5,64.8,61.3,53.6,38.2,Access,Attendance,EG5220,49.2,28.4,56.3,45.4,67.5,Access,Concern for Welfare,EG5310,55.0,54.1,65.0,73.2,48.1,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in Family,Non-IT,High,Nigeria
